,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
2517,Talacauvery Housing Society Layout,-,-,36000,36000,-,-,0.0,0.0
2518,Tech City Layout,-,-,18000,18000,-,-,12.8459,77.649
2519,Tejaswini Nagar Phase 2,-,-,-,-,20000,20000,0.0,0.0
2520,Thanisandra Main Road Kothnu,-,-,24000,24000,-,-,0.0,0.0
2521,Thigalarapalya,-,-,38000,38000,-,-,13.0168,77.4802
2522,Thindlu Vidyaranyapura Road,-,-,14000,14000,-,-,0.0,0.0
2523,Tilak Nagar Main Road,-,-,15000,15000,-,-,0.0,0.0
2524,Ulsoor Road,-,-,45000,45000,-,-,0.0,0.0
2525,University Road,15000,15000,-,-,-,-,0.0,0.0
2526,Upkar Layout,-,-,24200,24200,-,-,12.964,77.4838
2527,V V Puram,-,-,-,-,22500,22500,12.9537,77.5777
2528,Vagdevi Layout,12000,12000,-,-,-,-,12.9469,77.7123
2529,Veerannapalya,10000,10000,-,-,-,-,13.0412,77.6124
2530,Velankani Drive,-,-,-,-,36000,36000,0.0,0.0
2531,Venkatadri Layout,-,-,-,-,30500,30500,12.8977,77.5967
2532,Victorian View Entrance Road,18000,18000,-,-,-,-,0.0,0.0
2533,Vijayarangam Layout,-,-,31000,31000,-,-,12.9363,77.5766
2534,Vinayaka Nagar,-,-,23000,23000,-,-,12.9633,77.6792
2535,Vivek Nagar,10000,10000,-,-,-,-,12.9545,77.6191
2536,Vivekananda Colony,-,-,20000,20000,-,-,12.9119,77.5722
2537,Wajid Layout,-,-,16900,16900,-,-,13.0606,77.6344
2538,Whitefield Hagadur,16000,16000,-,-,-,-,12.9649,77.7573
2539,Wind Tunnel Road,23000,23000,-,-,-,-,0.0,0.0
2540,Yalappa Garden,-,-,22000,22000,-,-,13.0008,77.5727
2541,Yelahanka 4th Phase Bangalore,-,-,11000,11000,-,-,13.1052,77.5714
