,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
278,Doddaballapura,"10,000 - 27,000",18500,"8,000 - 15,000",11500,-,-,13.2957,77.5364
279,Doddakannelli,-,-,23000,23000,-,-,12.9063,77.6985
280,HBR layout 5th Block,9500,9500,15500,15500,-,-,13.0367,77.6294
281,Kadugondanahalli,"5,000 - 7,000",6000,18000,18000,-,-,13.0187,77.6186
282,Kaikondrahalli,16500,16500,"16,000 - 18,000",17000,"27,000 - 34,000",30333.33,12.9138,77.685
283,Karthik Nagar,8000,8000,"16,800 - 29,900",21380,-,-,12.9703,77.7006
284,Manayata Tech Park,-,-,25000,25000,-,-,13.0448,77.6221
285,Poornapragna Housing Society Layout,-,-,-,-,14500,14500,12.9064,77.5347
286,Varanasi,"11,000 - 12,000",11500,"13,000 - 16,000",14500,-,-,13.0257,77.6894
287,5th Phase,11000,11000,13000,13000,-,-,12.9001,77.5884
288,Annapurneshwari Nagar,"5,000 - 8,000",6500,"16,000 - 25,000",21000,-,-,12.9703,77.4943
289,BSK 3rd Stage,8000,8000,"14,000 - 15,000",14625,-,-,12.9345,77.5435
290,Indiranagar,20000,20000,"20,000 - 45,000",32500,"70,000 - 80,000",75000,12.9784,77.6408
291,Kamala Nagar,5000,5000,-,-,-,-,12.9993,77.5285
292,Kannahalli,14000,14000,-,-,40000,40000,12.9633,77.4559
293,Kaveri Nagar,"8,000 - 9,500",8750,-,-,-,-,13.016,77.5232
294,Moodalapalya,"6,500 - 18,000",12250,"11,000 - 20,000",15500,-,-,12.9722,77.5234
295,Spice Garden Layout,8500,8500,18000,18000,-,-,12.958,77.7089
296,Thyagarajanagar,9000,9000,21000,21000,30000,30000,12.9312,77.5671
297,Akshayanagara East,"10,000 - 16,000",13000,14500,14500,18000,18000,12.8688,77.6185
298,Binnipete,18000,18000,"30,000 - 55,000",40000,-,-,12.9758,77.5602
299,Chikkakannalli,"19,000 - 20,000",19500,"19,000 - 24,000",20666.67,"22,000 - 23,000",22500,12.8942,77.7053
300,HRBR Layout 3rd Block Bangalore,-,-,"23,000 - 27,000",25000,30000,30000,13.0249,77.6343
301,Kodihalli,25000,25000,"17,000 - 50,000",39000,50000,50000,12.9654,77.6493
302,Muneshwara Nagar,24000,24000,"10,500 - 14,000",12250,-,-,12.8963,77.6422
303,NGEF Layout Sadanandanagar,11000,11000,"9,200 - 21,500",16900,20000,20000,12.9954,77.6588
304,Richards Park,-,-,"28,000 - 40,000",32666.67,"47,000 - 1 L",67400,13.0041,77.617
305,Sampigehalli,12000,12000,"20,000 - 30,000",25000,30000,30000,13.0804,77.6208
306,Sector 7 HSR Layout,16000,16000,23000,23000,-,-,12.9084,77.635
307,Yemlur,13000,13000,"17,000 - 19,000",17666.67,-,-,12.9446,77.6837
308,Yerrappanahalli,5000,5000,-,-,-,-,13.0865,77.6862
309,Anagalapura,18000,18000,15000,15000,-,-,13.0697,77.6727
310,BEML Layout,-,-,"19,900 - 20,000",19912.5,-,-,12.9596,77.7173
311,Bohra Layout,6500,6500,14000,14000,25000,25000,12.8564,77.5907
312,Chelekare,9000,9000,22222,22222,"23,000 - 49,000",39250,13.0254,77.6443
313,Dodda Banaswadi,22000,22000,16500,16500,-,-,13.0159,77.6529
314,Hegganahalli,"8,000 - 19,000",14000,10000,10000,-,-,13.0064,77.5171
315,Himagiri Meadows,16000,16000,"14,000 - 20,000",16600,19200,19200,12.8616,77.5931
316,ISRO Layout,-,-,1.8 L,180000,-,-,12.8985,77.5591
317,Jayamahal,-,-,"25,000 - 35,000",30000,"55,000 - 85,000",68333.33,12.9999,77.5951
318,Kadabagere,4000,4000,-,-,15000,15000,12.9969,77.4331
319,Lal Bahadur Shastri Nagar,7000,7000,-,-,14000,14000,12.857,77.5622
320,Phase 2,25000,25000,"16,000 - 20,000",18000,13000,13000,12.8441,77.6794
321,Richmond Road,-,-,"37,000 - 45,000",40666.67,"55,000 - 95,000",71625,12.9634,77.6035
322,Siddapura,8700,8700,16500,16500,-,-,12.9567,77.734
323,Yelahanka Satellite Town,11200,11200,"8,500 - 22,000",15250,-,-,13.1042,77.5713
324,7th Block Jayanagar,20000,20000,32000,32000,"28,000 - 35,000",31500,12.927,77.5766
325,AECS Layout A Block Singasandra,"9,500 - 10,000",9750,-,-,18000,18000,12.881,77.6522
326,Bikasipura,-,-,15000,15000,-,-,12.8921,77.5596
327,Cox Town,17000,17000,23000,23000,"35,000 - 50,000",39800,12.9966,77.6303
328,Garudacharpalya,-,-,"19,900 - 23,500",22337.5,-,-,12.9878,77.7009
329,GREEN GLENN LAYOUT,-,-,21000,21000,-,-,12.927,77.6694
330,HSR LAYOUT 2ND SECTOR,"11,000 - 18,000",14500,22000,22000,34000,34000,12.908,77.6516
331,Koramangala 4th Block,-,-,20000,20000,"54,000 - 85,000",69500,12.9315,77.63
332,Rahmath Nagar,21000,21000,12500,12500,8000,8000,13.0187,77.5942
333,Raj Mahal Vilas 2nd Stage,18000,18000,13500,13500,-,-,13.0347,77.5727
334,Richards Town,-,-,-,-,"37,000 - 80,000",56400,13.0063,77.6149
335,T Dasarahalli,5000,5000,8000,8000,-,-,13.0508,77.5154
336,Tirumanahalli,-,-,"22,000 - 35,000",29300,"32,000 - 80,000",56000,13.0904,77.6278
337,Varadharaja Nagar,7500,7500,9500,9500,-,-,13.0796,77.5383
338,Vidyapeeta Circle,"3,500 - 12,000",7750,"10,000 - 18,500",1483.33,25000,25000,12.9334,77.5609
339,Wilson Garden,8000,8000,"25,000 - 26,000",25333.33,-,-,12.9482,77.5972
340,5th Phase JP Nagar,13500,13500,"13,000 - 18,000",15500,-,-,12.9001,77.5884
341,Agrahara Layout,6500,6500,"15,000 - 19,000",17500,15000,15000,13.0968,77.6258
342,AGS Layout,-,-,10000,10000,-,-,12.9162,77.5408
343,Bagalakunte,11500,11500,9000,9000,-,-,13.0527,77.4955
344,Banashankari 5th stage,-,-,20000,20000,-,-,12.8982,77.5541
345,Channasandra Layout,-,-,16200,16200,-,-,12.8991,77.522
346,Dasanapura,4500,4500,-,-,-,-,13.065,77.4316
347,GB Palya,"7,500 - 11,000",9250,11000,11000,-,-,12.8944,77.6368
348,Maruthi Nagar,9000,9000,11000,11000,-,-,12.925,77.6128
349,Muneshwara Block,"5,500 - 8,500",7000,"12,500 - 16,000",14250,21000,21000,12.9445,77.5483
350,Singasandra AECS B Block,9000,9000,"15,000 - 20,000",17000,-,-,12.8822,77.6397
351,Thyvakanahally,-,-,15000,15000,30000,30000,12.8318,77.7767
352,Victoria Layout,28000,28000,28000,28000,-,-,12.9668,77.6149
353,1st Block Koramangala,14000,14000,-,-,-,-,12.9265,77.6362
354,2nd Block HRBR Layout Bangalore,"12,900 - 15,000",13950,16500,16500,23000,23000,13.0198,77.6413
355,Anchepalya,-,-,8000,8000,-,-,13.0577,77.4804
356,Bangalore,-,-,-,-,25000,25000,12.9716,77.5946
357,Basaveshwaranagar,8000,8000,22000,22000,-,-,12.988,77.5375
358,Bukkasagara,-,-,-,-,35000,35000,12.7732,77.6107
359,Challaghatta,-,-,"33,000 - 47,000",37666.67,36000,36000,12.9506,77.6445
360,Chandra Layout Extension,"5,000 - 35,000",20000,"14,500 - 15,500",15166.67,30000,30000,12.9545,77.5228
361,gubbalala,6000,6000,-,-,-,-,12.8871,77.5433
362,HAL,16000,16000,12000,12000,-,-,12.9552,77.6646
363,Hosa Road Electronic City,6000,6000,8500,8500,-,-,12.8706,77.6558
364,K Narayanpura,-,-,"18,000 - 19,000",18500,18000,18000,13.0629,77.645
365,Malleshpalya Maruthi Nagar,22000,22000,17000,17000,35000,35000,12.9757,77.6769
366,Neelasandra,"8,000 - 13,000",10500,"7,500 - 16,000",11750,-,-,12.955,77.6142
367,Sector 3 HSR Layout,"14,000 - 22,000",18666.67,"18,000 - 30,000",24000,-,-,12.908,77.641
368,Srirampuram,13000,13000,9000,9000,-,-,12.9948,77.5664
369,Tata Nagar,-,-,15000,15000,-,-,13.0551,77.572
370,1st Block Jayanagar,-,-,20000,20000,"28,000 - 35,000",31500,12.9392,77.5895
371,3rd Block HBR Layout,-,-,"16,000 - 20,000",18000,"8,000 - 18,500",13250,13.0284,77.6269
372,8th Block Jayanagar,-,-,-,-,40000,40000,12.9198,77.5777
373,8th Phase JP Nagar,-,-,-,-,27000,27000,12.8741,77.5792
374,Allalasandra,18000,18000,"9,000 - 16,000",12750,-,-,13.0842,77.5892
375,Andrahalli,10000,10000,16000,16000,-,-,13.0097,77.4784
376,Ashraya Layout,"12,900 - 13,900",13566.67,"16,500 - 17,000",16760,-,-,12.9845,77.7059
377,B Channasandra Kasturi Nagar,"8,700 - 10,000",9280,13000,13000,28500,28500,13.0085,77.6608
378,Balaji Gardens Layout,13000,13000,"11,000 - 25,000",17800,-,-,12.8557,77.5949
379,Chikkadunnasandra,-,-,"12,000 - 15,000",13500,15000,15000,12.8631,77.7628
380,Doddabommasandra,"6,000 - 10,000",8000,15000,15000,23000,23000,13.0605,77.562
381,Hallehalli,-,-,-,-,24000,24000,13.0347,77.7042
382,HBR Layout 4th Block,-,-,18000,18000,"30,000 - 33,000",31500,13.0308,77.6334
383,hsr,"10,000 - 16,000",13000,"17,000 - 19,000",18000,35000,35000,12.9121,77.6446
384,Jayamahal Extension,"8,000 - 9,000",8500,16000,16000,40000,40000,13.002,77.5956
385,Lingarajapuram,-,-,-,-,30000,30000,13.013,77.6262
386,Mico Layout,5500,5500,"18,000 - 18,500",18250,-,-,12.9128,77.6043
387,Mysore road Bangalore,-,-,17000,17000,-,-,12.9716,77.5946
388,Nyanappana Halli,9500,9500,12500,12500,-,-,12.8799,77.6157
389,Rachenahalli,12000,12000,-,-,45000,45000,13.0615,77.6164
390,RS Gardens,-,-,"10,000 - 22,000",16166.67,-,-,12.8202,77.6918
391,Sadananda Nagar,12000,12000,"22,500 - 28,000",26166.67,"18,500 - 23,000",20750,12.9966,77.658
392,Sector 1 HSR Layout,18000,18000,28000,28000,-,-,12.8981,77.6448
393,Vijaya Bank Layout,-,-,20000,20000,30000,30000,12.8902,77.6092
394,1st block Kalyan Nagar,16000,16000,"24,000 - 29,000",27000,35000,35000,13.0286,77.6393
395,9th Block Jayanagar,12000,12000,-,-,28000,28000,12.9205,77.592
396,Armane Nagar,13000,13000,"58,000 - 75,000",66500,55000,55000,13.0145,77.5839
397,Attur Layout,-,-,14000,14000,-,-,13.107,77.5663
398,Bidaraguppe,-,-,11500,11500,"12,000 - 13,000",12500,12.8062,77.7844
399,Bileshivale,-,-,15000,15000,-,-,13.0584,77.6698
400,Chikkanagamangala,13000,13000,25000,25000,20000,20000,12.8601,77.6959
401,CV Raman Nagar Kaggadasapura,-,-,19500,19500,-,-,12.9806,77.6792
402,Gundappa Layout,7500,7500,11000,11000,-,-,12.8546,77.587
403,Huskur,15000,15000,22000,22000,-,-,12.8581,77.7066
404,Indiranagar HAL 2nd Stage,20000,20000,"24,000 - 1 L",50333.33,-,-,12.9673,77.6433
405,Madhura Nagar,7000,7000,"10,000 - 11,000",10500,-,-,12.9398,77.7607
406,Maithri Layout,18000,18000,-,-,-,-,12.9906,77.7581
407,Maruthi Layout,"10,000 - 12,750",11375,15000,15000,-,-,12.8909,77.6235
408,munnekollala,"5,500 - 12,000",8750,-,-,-,-,12.9569,77.7011
409,Prakruthi Township,9500,9500,"13,000 - 17,500",15250,-,-,13.0314,77.6515
410,Royal County Phase 1,"10,000 - 20,000",15000,"14,000 - 15,000",14500,-,-,12.8605,77.5777
411,RPC layout,21000,21000,22000,22000,-,-,12.9628,77.5379
412,Vidyapeeta,-,-,-,-,18500,18500,12.9334,77.5609
413,Vittasandra,"4,500 - 28,000",19166.67,"8,500 - 11,000",9750,-,-,12.8567,77.6359
414,Yelachenahalli,-,-,19000,19000,-,-,12.9004,77.5712
415,Yemalur,13000,13000,"15,000 - 22,000",18500,-,-,12.9446,77.6837
416,5th Block,-,-,"18,000 - 26,000",22000,"25,000 - 35,000",30000,12.9352,77.62
417,Amrita Nagar,12000,12000,"12,500 - 18,000",16166.67,21430,21430,12.8928,77.6787
418,Arekere,-,-,15000,15000,13500,13500,12.8874,77.5969
419,Belathur,9500,9500,14000,14000,20000,20000,13.0072,77.7524
420,Bharat Nagar,-,-,14000,14000,-,-,12.9783,77.4778
421,Bhuvaneswari Nagar,20000,20000,-,-,-,-,13.0545,77.6036
422,BTS Layout,10000,10000,-,-,-,-,12.8878,77.6064
423,Dattatreya Nagar,16000,16000,-,-,26000,26000,12.9265,77.5404
424,Deepanjali Nagar,6500,6500,"24,900 - 25,000",24950,24900,24900,12.9526,77.5293
425,Doddanagamangala,5000,5000,10000,10000,-,-,12.8558,77.6741
426,Dwarakanagar,-,-,20200,20200,-,-,12.9017,77.5248
427,Gulimangala,7500,7500,"11,000 - 12,000",11500,-,-,12.845,77.6966
428,hebbagodi,13000,13000,-,-,-,-,12.8257,77.678
429,Hoysala Nagar,-,-,16000,16000,-,-,13.0173,77.6665
430,Indira Nagar 2nd Stage,11500,11500,25000,25000,-,-,12.9784,77.6408
431,Ittamadu,11500,11500,-,-,-,-,12.9227,77.5453
432,Jalahalli East,5500,5500,-,-,-,-,13.0699,77.5449
433,Jyotipuram,20000,20000,26000,26000,15000,15000,12.8672,77.5404
434,Kanak nagar,7000,7000,-,-,-,-,13.0342,77.6064
435,Kengeri Hobli,5000,5000,13000,13000,-,-,12.9018,77.4537
436,KHBS Layout,15000,15000,"9,000 - 22,000",13750,-,-,12.999,77.5369
437,Kodipur,-,-,15000,15000,"25,000 - 33,000",29000,12.9091,77.5318
438,koramangla 1st block,"13,000 - 14,500",13750,35000,35000,1.7 L,175000,12.9265,77.6362
439,LHR Layout,10000,10000,-,-,-,-,12.852,77.674
440,Mallasandra,-,-,12000,12000,-,-,13.0607,77.5118
441,Mangammanapalya,9000,9000,-,-,-,-,12.9027,77.635
442,Munnireddy Layout,15000,15000,22000,22000,40000,40000,12.9419,77.7016
443,NR Colony,10000,10000,"12,000 - 14,000",13000,-,-,12.937,77.5684
444,Postal Colony,70000,70000,19000,19000,-,-,13.036,77.5781
445,Raghavendra Colony,12500,12500,24900,24900,-,-,12.9551,77.5641
446,RT Nagar HMT Layout,10000,10000,"18,000 - 20,000",19000,-,-,13.0285,77.5923
447,Sarvobhogam Nagar,18000,18000,"17,500 - 27,500",22500,-,-,12.889,77.5985
448,Shantiniketan Layout,14000,14000,16000,16000,-,-,12.8822,77.6042
449,Sultan Palaya,10000,10000,-,-,-,-,13.0263,77.6029
450,Veerasagara,-,-,15000,15000,-,-,13.1044,77.5458
451,West Of Chord Road 1st Stage,17000,17000,25000,25000,-,-,12.9912,77.5362
452,5th Sector HSR Layout,12500,12500,25000,25000,-,-,12.9207,77.6298
453,8th Block Koramangala,-,-,24000,24000,70000,70000,12.9415,77.6178
454,A K Gopalan Colony,-,-,-,-,30000,30000,12.9818,77.7606
455,Agrahara,-,-,12000,12000,-,-,13.0766,77.6158
456,Amruthnagar,9500,9500,11500,11500,"16,000 - 19,000",17500,13.0585,77.597
457,Banswadi,10000,10000,-,-,35000,35000,13.0104,77.6482
458,Bhyraveshwara Nagar,-,-,9000,9000,-,-,12.9629,77.5197
459,Byrasandra,16000,16000,16000,16000,28000,28000,12.9805,77.6673
460,CHBS Layout,5900,5900,16000,16000,-,-,12.9736,77.5369
461,Cheemasandra,-,-,15000,15000,-,-,13.046,77.7217
462,Coffee Board Layout,7500,7500,15000,15000,"20,000 - 29,000",24500,13.0505,77.6071
463,Gandhi Nagar,-,-,30000,30000,-,-,12.9792,77.577
464,hal 3rd stage,14500,14500,23000,23000,-,-,12.9683,77.6503
465,Hulimangala,4000,4000,-,-,-,-,12.8182,77.6379
466,"Industrial Area,Stage 1",-,-,"29,000 - 32,000",30600,-,-,13.037,77.5326
467,Jayanagara 2nd Block,-,-,40000,40000,-,-,12.9398,77.5834
468,Jnanabharathi BDA Layout Bangalore,-,-,-,-,21000,21000,12.947,77.4888
469,Kacharakanahalli,18000,18000,-,-,-,-,13.0156,77.6321
470,Kodipalya,-,-,11000,11000,15000,15000,12.8985,77.4907
471,Koramangala 3 Block,19000,19000,35000,35000,-,-,12.9278,77.6264
472,M V Extenstion,-,-,16000,16000,21000,21000,13.0709,77.7911
473,Mailasandra,-,-,25000,25000,-,-,12.9178,77.4943
474,Mavalli,33000,33000,17000,17000,-,-,12.9498,77.5898
475,Mullur,10000,10000,-,-,-,-,12.9053,77.7245
476,Nagapura,15000,15000,16000,16000,35000,35000,13.0021,77.5443
477,Nallurhalli,-,-,"26,000 - 35,000",30500,"20,000 - 37,800",31266.67,12.9705,77.7329
478,Narayana Reddy Layout Bangalore,9000,9000,24000,24000,-,-,12.8503,77.6717
479,Omkar Nagar,-,-,"12,000 - 30,000",22250,32000,32000,12.8817,77.5927
480,Patel Hanumareddy Colony,"9,000 - 15,000",12000,20000,20000,-,-,12.832,77.6683
481,Prestige Tranquility,-,-,-,-,25000,25000,13.064,77.7434
482,raghuvanahalli,-,-,12000,12000,-,-,12.8779,77.5426
483,Raysandara,"8,500 - 12,000",10250,8000,8000,-,-,12.8623,77.6752
484,Rustam bagh Layout,-,-,-,-,"8,000 - 41,000",26333.33,12.9546,77.649
485,Sathnur Village,7500,7500,-,-,-,-,13.1283,77.6319
486,singapura,15000,15000,18000,18000,-,-,13.0747,77.5377
487,Sinthan Nagar,22000,22000,27000,27000,18000,18000,13.0505,77.6304
488,Sivanchetti Gardens,"17,000 - 18,000",17500,18000,18000,-,-,12.9809,77.6155
489,Sorahunase,7800,7800,-,-,-,-,12.9474,77.7544
490,South Avenue,-,-,"10,000 - 18,000",14000,-,-,12.8579,77.5834
491,Srirampura,13000,13000,15999,15999,-,-,12.9948,77.5664
492,thirumenahalli,-,-,-,-,19000,19000,13.0904,77.6278
493,Thubarahalli,18000,18000,19000,19000,-,-,12.952,77.7209
494,Tunganagara,15000,15000,30000,30000,-,-,12.988,77.4853
495,Ullal Uppanagar,7000,7000,12000,12000,-,-,12.96,77.476
496,Venkateswara Layout,13000,13000,20000,20000,-,-,12.8842,77.6499
497,Venugopal Reddy Layout,15000,15000,19000,19000,-,-,12.8862,77.5999
498,Vishwapriya Nagar,-,-,11500,11500,23000,23000,12.8812,77.6278
499,Vyalikaval,-,-,25000,25000,-,-,13.004,77.5756
500,Yadavanahalli,-,-,10000,10000,-,-,12.7897,77.7524
501,Jeevan Bima Nagar,-,-,25000,25000,-,-,12.9642,77.6581
502,Bennigana Halli,"11,500 - 23,000",17250,-,-,23000,23000,12.9967,77.654
503,JP Nagar Phase 3,-,-,30000,30000,-,-,12.9122,77.5923
504,Ashwini Layout,-,-,"24,000 - 26,000",25333.33,-,-,12.9402,77.6289
505,Bande Nalla Sandra,-,-,12000,12000,"18,000 - 20,000",19000,12.7906,77.6522
506,Basaveshwara Nagar Yelahanka,15000,15000,-,-,-,-,13.09,77.6056
507,Bedarahalli,-,-,-,-,16000,16000,12.9812,77.4851
508,Bhoganhalli,-,-,-,-,45000,45000,12.9257,77.7003
509,Bhoopasandra,16000,16000,17000,17000,30000,30000,13.0436,77.5813
510,BTM 2nd Stage Mico Layout,"10,500 - 15,500",13000,14500,14500,-,-,12.9128,77.6043
511,Byadarahalli,12000,12000,-,-,-,-,12.9902,77.4794
512,Crimson Layout,7000,7000,-,-,24000,24000,12.9849,77.7658
513,Doddakannalli,12000,12000,23000,23000,-,-,12.912,77.6958
514,Domlur I Stage,"19,000 - 22,000",20500,"37,000 - 40,000",38500,-,-,12.9594,77.6379
515,Electronic City Phase I,"5,500 - 10,000",7750,-,-,-,-,12.8431,77.6565
516,Essel Gardens,7000,7000,-,-,-,-,13.0545,77.6668
517,Gandhi Bazar,-,-,"15,000 - 24,000",18666.67,-,-,12.9456,77.5713
518,Garden Villas,-,-,9000,9000,-,-,12.9629,77.5197
519,GM Palaya,-,-,18500,18500,-,-,12.9751,77.6659
520,Gunjur Palaya,-,-,18000,18000,-,-,12.9218,77.7186
521,Hadosiddapura,"7,700 - 12,000",10533.33,-,-,-,-,12.8977,77.7066
522,Hagadur,"11,500 - 13,900",1366.67,15000,15000,-,-,12.9661,77.757
523,Hanumatha Nagar,6500,6500,"15,000 - 20,000",17500,-,-,12.9425,77.5626
524,HBR Layout 2nd Block,-,-,2 L,200000,-,-,13.0232,77.6286
525,Hennur Rd,-,-,27000,27000,-,-,13.0377,77.6288
526,HMT Housing Colony,8500,8500,13000,13000,-,-,13.0347,77.5003
527,Hoodi ITPL Road Mahadevapura,"10,000 - 13,500",12333.33,-,-,-,-,12.9958,77.7273
528,Jogupalya,21500,21500,16500,16500,-,-,12.9694,77.6229
529,Kempapura Agrahara,-,-,"12,500 - 30,000",21250,-,-,12.9701,77.5526
530,Kempegowda Nagar,22500,22500,-,-,-,-,12.9473,77.5634
531,Lakkasandra,"7,500 - 11,500",9500,-,-,-,-,12.9435,77.6006
532,Langford Road,-,-,"37,000 - 42,000",39500,-,-,12.957,77.6028
533,Meenakshi Layout,13000,13000,"13,000 - 25,000",19000,-,-,12.8841,77.6744
534,Mitganahalli,9000,9000,9000,9000,-,-,13.109,77.6622
535,Muthyala Nagar,-,-,"13,000 - 20,000",16500,-,-,13.0406,77.5498
536,Naganathapura,7500,7500,-,-,25000,25000,12.8709,77.6629
537,Nagenahalli,6500,6500,-,-,-,-,13.1309,77.5741
538,Neeladri Nagar,-,-,16000,16000,-,-,12.8391,77.6472
539,Neeladri Nagar Electronics City Phase 1,-,-,"18,000 - 18,500",18250,-,-,12.8391,77.6472
540,Palace Guttahalli,6000,6000,-,-,-,-,12.9974,77.578
541,Rajashree Layout,"10,500 - 12,000",11250,17000,17000,23363,23363,12.9521,77.708
542,Ramanshree Nagar,18500,18500,-,-,21000,21000,12.8635,77.597
543,Rukmaiah Layout,12000,12000,16000,16000,33000,33000,12.8784,77.6128
544,Sanjeevini Nagar,-,-,"18,000 - 65,000",41500,-,-,13.055,77.5888
545,Saptagiri Layout,7000,7000,-,-,17000,17000,12.9177,77.5347
546,Shivanagar,8000,8000,-,-,-,-,12.9918,77.5487
547,"Subramanyanagar,2 State",12000,12000,-,-,-,-,13.0064,77.5576
548,Suddaguntepalya,"8,500 - 12,800",10575,-,-,-,-,12.9309,77.6097
549,Telecom Layout,-,-,35000,35000,-,-,13.0693,77.6171
550,Thippasandra,-,-,"23,000 - 25,000",24000,-,-,12.9718,77.6552
551,Vajarahalli,15000,15000,-,-,-,-,12.8724,77.5339
552,Vasanthpura,-,-,22000,22000,-,-,12.8982,77.5541
553,Virat Nagar,"8,000 - 8,400",8200,16500,16500,-,-,12.9041,77.62
554,Vivek Nagar,11000,11000,14500,14500,-,-,12.9545,77.6191
555,Voderahalli,5300,5300,-,-,-,-,13.0959,77.5376
556,Sudhama Nagar,12500,12500,16000,16000,-,-,12.9592,77.5868
557,Immadihalli,10000,10000,15000,15000,-,-,12.965,77.7595
558,1st Phase JP Nagar,-,-,22000,22000,-,-,12.9118,77.5795
559,Akshayanagara West,-,-,"10,999 - 11,000",10999.5,-,-,12.8736,77.6149
560,Amarajyothi Nagar,10000,10000,15000,15000,-,-,12.9745,77.5268
561,Ambedkar Veedhi,8000,8000,80000,80000,-,-,12.9753,77.5877
562,Ashraya Layout Bangalore,13000,13000,-,-,-,-,12.9845,77.7059
563,Banashankari 3rd Stage Banashankari,11000,11000,"13,500 - 14,500",14000,-,-,12.9345,77.5435
564,C S B Layout,-,-,15500,15500,-,-,12.9086,77.6754
565,Chikkathoguru Village,7000,7000,-,-,"15,000 - 17,000",16000,12.8583,77.6493
566,Chinnapanahalli,"9,500 - 14,500",12000,-,-,26000,26000,12.967,77.7048
567,Ckikkakammana Halli,14000,14000,-,-,-,-,12.8496,77.6
568,Dodda Bommasandra,-,-,17000,17000,-,-,13.0605,77.562
569,Doddathoguru,18000,18000,"15,000 - 20,000",17500,-,-,12.8479,77.6528
570,Domlur II Stage,20700,20700,"26,000 - 42,000",34000,-,-,12.9629,77.6386
571,Domlur Village,20000,20000,32500,32500,-,-,12.961,77.6387
572,Garvebhavi Palya,10000,10000,-,-,-,-,12.8944,77.6368
573,Herohalli,-,-,18000,18000,-,-,12.9897,77.4896
574,Hoodi Village,12800,12800,-,-,-,-,12.99,77.7133
575,Hullahalli,-,-,7000,7000,-,-,12.8242,77.6164
576,Jai Bheema Nagar,6000,6000,-,-,-,-,12.9923,77.5727
577,Jambusawari Dinne,8400,8400,10000,10000,-,-,12.8631,77.5784
578,Jayachamarajendra Nagar,-,-,"15,000 - 17,000",16000,-,-,12.9868,77.5469
579,Kadubeesanahalli,-,-,"22,000 - 30,000",26000,-,-,12.9394,77.6952
580,Kathriguppe Main Road,-,-,18000,18000,-,-,12.9255,77.5468
581,Kodichikkanahalli Seenappa Layout,-,-,20000,20000,-,-,12.8966,77.6171
582,Konena Agrahara,-,-,23600,23600,-,-,12.9577,77.6608
583,Koramangala 6th Block,20000,20000,22000,22000,-,-,12.9382,77.6228
584,Koti Hosahalli,7000,7000,15000,15000,-,-,13.0526,77.5777
585,Kr Puram Seegehalli,"8,200 - 8,500",8350,-,-,-,-,13.0121,77.7652
586,Lakshmi Layout,-,-,-,-,20000,20000,12.8901,77.5913
587,Langford Town,35000,35000,-,-,-,-,12.957,77.6028
588,Lower Palace Orchards,-,-,"28,000 - 30,000",29333.33,-,-,13.0043,77.5802
589,Malagala,-,-,15000,15000,-,-,12.9754,77.5168
590,Maruthi Sevanagar,15000,15000,-,-,-,-,13.0019,77.6322
591,Mukambika Nagar,6000,6000,15000,15000,-,-,12.9262,77.5347
592,Nagadevanahalli,-,-,15000,15000,-,-,12.9422,77.4906
593,Nayatappa Layout,"12,600 - 15,100",13900,-,-,-,-,12.8848,77.6013
594,Pai Layout,-,-,-,-,"35,000 - 65,000",50000,12.9943,77.6668
595,Raja Layout,10000,10000,17000,17000,21000,21000,12.9339,77.489
596,Ramaswamipalya,19000,19000,-,-,22000,22000,13.0087,77.6341
597,Royal Residence Layout,-,-,18000,18000,-,-,12.8826,77.6128
598,S.Bingipura,-,-,9500,9500,-,-,12.8248,77.6278
599,Sarakki,8500,8500,-,-,-,-,12.8994,77.5799
600,Sector 5 HSR Layout,10500,10500,-,-,-,-,12.9173,77.6368
601,Shankarapuram,-,-,18000,18000,-,-,12.9521,77.5707
602,Shree Ananth Nagar Layout,-,-,"15,120 - 20,000",16873.33,-,-,12.8343,77.6958
603,Silicon Town,15000,15000,12000,12000,-,-,12.8569,77.6808
604,Sri Enclave Layout,13000,13000,"15,000 - 20,000",17500,-,-,12.8782,77.6145
605,Sri Krishna Layout,-,-,20000,20000,28000,28000,12.8253,77.6567
606,Sri Venkateswara Layout,"8,000 - 15,000",10333.33,-,-,-,-,12.9849,77.6874
607,Sunkalpalya,-,-,-,-,"14,000 - 22,000",18000,12.9045,77.4946
608,Thyagraj Nagar,-,-,25000,25000,35000,35000,12.9312,77.5671
609,Valliyamma Layout,9500,9500,-,-,-,-,12.9109,77.6729
610,Venkateshappa Layout,-,-,20000,20000,30000,30000,13.013,77.6374
611,Venkateshpuram,-,-,9000,9000,-,-,13.0143,77.62
612,Vidyamanya Nagar,-,-,10000,10000,-,-,13.006,77.4917
613,Vidyanagar,-,-,-,-,5000,5000,12.824,77.6858
614,Vimanapura,-,-,"9,000 - 12,000",10500,-,-,12.9655,77.6695
615,Vishveshwarya Layout,-,-,11000,11000,-,-,12.964,77.4973
616,Basaveswarnagar,-,-,14500,14500,-,-,12.988,77.5375
617,9th Block Jayanagara,15000,15000,-,-,28000,28000,12.9205,77.592
618,AECS Layout 1st Stage,10000,10000,-,-,25000,25000,13.033,77.5787
619,Agara,13000,13000,-,-,-,-,12.9231,77.6465
